"","Gene","baseMean","log2FoldChange","lfcMLE","lfcSE","stat","pvalue","weight","padj","FoldChange"
"13607","RP11-296A16.1",8.17416913012267,-1.50353268802022,-1.76524349859985,0.483231249268018,-3.11141444245942,0.00186193420082535,0.947436565689719,1,0.352688713131351
"13608","C6orf203",183.59622005672,0.371820928033909,0.372192030546025,0.11952305937602,3.110871910199,0.00186535834091629,0.847542069651867,1,1.29398503091495
"13609","IGHV1-24",0.688528448814349,-3.19520579250871,-5.03691753763468,1.02742602071875,-3.10991324735327,0.00187142299452106,1.84754206965187,1,0.109181036804658
"13610","ATF1",252.657346251241,-0.286602143582842,-0.286691089061134,0.0921586513520842,-3.10987779636557,0.00187164761000115,0.809332939322038,1,0.81983066367174
"13611","DDX18",820.432197196688,0.283303062429864,0.28279075896429,0.0911044221331858,3.10965215295151,0.0018730778546407,0.848057361081753,1,1.21697797853783
"13612","PYGM",579.78991096837,-0.788120562964657,-0.897070678234826,0.253475371481972,-3.10925893256146,0.00187557268830816,0.809332939322038,1,0.57909800708297
"13613","TVP23C",153.938898967386,0.364889676363617,0.367286696926886,0.117370994889261,3.10885731783981,0.00187812393137574,0.844960632389803,1,1.28778314830063
"13614","RHAG",0.970659475953492,-2.90183260397302,-4.22702899936488,0.933666684149451,-3.10799630450188,0.00188360423382131,1.84805736108175,1,0.133801611414909
"13615","TSC22D4",1201.49550716954,-0.59200771717047,-0.59372029749667,0.190481355722458,-3.10795623500843,0.00188385963127236,0.848057361081753,0.825303943051691,0.663419021571213
"13616","MRO",81.6255040666814,-0.552690527416224,-0.586854400325204,0.177846826378469,-3.10767719992969,0.00188563904475327,0.848057361081753,1,0.681747529653145
"13617","SETDB2",420.048810541591,0.269624657335488,0.267939592227322,0.0867614131537149,3.10765635937482,0.00188577200741657,0.820760162425298,1,1.20549415623531
"13618","CCDC9",530.066921316261,0.398225276650398,0.392339333524181,0.12819733381984,3.10634601192282,0.00189414933277736,0.820760162425298,1,1.31788572335917
"13619","SMARCA2",2110.46417067801,0.28209599973067,0.279682365171711,0.0908311667133172,3.10571811348659,0.00189817572051012,0.809332939322038,0.607636830507603,1.21596019284454
"13620","MTRNR2L11",568.096720414128,0.920326472494129,1.01919418326031,0.296369372578673,3.10533596804043,0.00190063006787006,0.848057361081753,1,1.8925435152723
"13621","SCRN2",514.679082978653,-0.437513964309022,-0.441734667344915,0.140898483806769,-3.10517155677158,0.00190168690353131,0.847542069651867,0.98317625079215,0.738405925666861
"13622","ATXN7L1",127.764519412237,-0.403275746423954,-0.408658936806985,0.129874720042498,-3.10511349931683,0.00190206022578117,0.847542069651867,1,0.756139461734452
